COMB Title,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
TIME SPLITTERS,83,50.00,0.00,0.00,0,2,0,0,124943,5.92,84.92%,42.00,167841,6.97
TIMESPLITTERS 2,90.00000254,49.33,5.92,5.92,0,21,1,11,606388,25.15,88.22%,36.67,785732,28.51
TOCA RACE 2/MCRAE 04,,30.00,0.18,0.18,0,0,1,1,10110,0.30,50.14%,28.00,21353,0.60
TOCA RACE DRIVER 2,83.85000229,30.50,3.40,3.40,0,7,2,47,82890,2.56,90.61%,30.00,93294,2.83
TOEJAM & EARL III,72,50.00,0.00,0.00,0,9,0,2,60215,2.77,93.16%,44.00,67883,2.98
TOKYO XTREME RACER,78.09999847,43.00,0.00,0.00,0,23,0,4,253346,8.41,58.85%,26.00,545560,14.28
TOKYO XTREME RACER 3,62.79999924,21.00,8.41,8.41,0,17,1,44,205527,4.01,85.95%,19.00,248999,4.67
TOM AND JERRY WAR OF THE WHISKER,59.43333435,25.00,0.00,0.00,0,21,0,21,136867,2.87,85.20%,19.67,162438,3.37
TOM CLANCY: GHOST RECON,,46.00,0.00,0.00,2,6,0,1,1704466,70.47,87.37%,36.33,2187524,80.66
TOM CLANCY'S GHOST RECON 2,,48.50,58.72,183.59,6,8,7,18,759129,36.84,77.22%,47.00,1006167,47.72
TOM CLANCY'S GHOST RECON JUNGLE,,30.00,29.39,63.39,3,4,2,8,296384,8.83,83.80%,27.00,384984,10.53
TOM CLANCY'S RAINBOW SIX 3,,44.75,145.49,249.61,8,44,8,38,930924,37.96,91.22%,38.50,1082475,41.62
TOM CLANCY'S SPLINTER CELL,,45.67,34.00,34.00,2,8,1,4,2055604,89.54,89.42%,36.67,2579811,100.13
TOM CLANCY'S SPLINTER CELL: PAND,,43.33,62.92,190.60,7,18,9,16,785412,36.04,91.21%,39.33,937154,39.52
TOM CLANCY'S THE SUM OF ALL FEAR,35,30.00,0.00,0.00,0,3,0,0,20051,0.60,97.74%,29.00,20740,0.61
TOMB RAIDER ANGEL OF DARKNESS,53.79999924,46.00,0.00,0.00,0,4,0,16,359498,14.78,91.10%,36.00,455122,16.22
TONKA RESCUE PATROL,66,20.00,0.00,0.00,0,6,0,5,33887,0.58,83.63%,17.00,40952,0.69
TONY HAWK'S PRO SKATER 2,82.80000305,50.00,0.00,0.00,0,6,0,0,275447,12.13,92.77%,39.00,336881,13.07
TONY HAWK'S PRO SKATER 3,90.70000203,47.00,24.80,12.13,1,22,1,10,2208598,91.58,87.01%,35.00,2908896,105.24
TONY HAWK'S PRO SKATER 4,89.83333333,48.00,109.63,96.96,1,37,3,24,1950868,79.27,88.91%,34.33,2461400,89.16
TONY HAWK'S UNDERGROUND,87.36666616,47.00,79.27,182.98,0,15,7,64,2507618,102.90,93.16%,38.00,2834524,110.45
TONY HAWK'S UNDERGROUND 2,84.45000076,45.67,102.90,285.88,0,4,10,82,1282123,58.13,86.17%,42.33,1585808,67.46
TOP ANGLER,51,30.00,0.00,0.00,0,2,0,1,41036,1.24,97.51%,30.00,42489,1.27
TOP GEAR DARE DEVIL,58.5,50.00,0.00,0.00,0,3,0,0,99473,2.81,70.80%,25.00,157902,3.97
TOP GUN: COMBAT ZONES,60.54999924,49.50,0.00,0.00,0,4,0,0,271584,11.87,75.41%,30.50,455418,15.73
TOP SPIN,87.69999695,48.00,0.00,0.00,0,1,0,1,243898,9.55,90.55%,38.00,278561,10.54
TOTAL IMMERSION RACING,62.25,25.50,0.00,0.00,0,17,0,14,31646,0.60,72.74%,16.50,55093,0.83
TOTALED!,62.79999924,31.00,0.00,0.00,0,10,0,4,38042,1.15,93.70%,30.00,41231,1.23
TOURNAMENT PAINTBALL,71.80000305,36.00,0.00,0.00,0,2,0,24,158841,5.64,56.78%,36.00,276972,9.94
TOXIC GRIND,56.09999847,39.00,0.00,0.00,0,10,0,7,7224,0.11,67.02%,12.00,13001,0.16
TRANSFORMERS,77.30000305,41.00,0.00,0.00,0,40,0,82,188930,7.82,93.65%,40.00,210643,8.35
TRANSWORLD SNOWBOARD,73.5,49.00,0.00,0.00,0,10,0,7,40728,1.74,89.86%,38.00,51633,1.94
TRANSWORLD SURF,73.55000305,49.50,0.00,0.00,0,22,0,14,119515,5.49,89.95%,40.00,152492,6.11
TRANSWORLD SURF: NEXT,65.80000305,47.00,0.00,0.00,0,6,0,15,166,0.01,64.24%,44.00,268,0.01
TREASURE PLANET,63.59999847,40.00,0.00,0.00,2,18,0,12,105899,3.88,88.32%,32.50,133601,4.39
TRIBES:AERIAL ASSAULT,74.80000305,50.00,0.00,0.00,0,8,0,10,68130,2.72,88.62%,35.00,87839,3.07
TRIGGER MAN,26.83333333,13.00,0.00,0.00,0,76,0,179,39744,0.42,57.91%,12.33,66092,0.73
TRIPLE PLAY 2002,64.65000153,46.00,14.32,14.32,0,6,1,3,405283,18.50,93.90%,38.50,484751,19.70
TRIPLE PLAY BASEBALL,75.09999847,50.00,0.00,0.00,0,2,0,0,288504,14.32,95.08%,48.00,314796,15.06
TRIVIAL PURSUIT UNHINGED,51.19999886,23.50,0.00,0.00,0,2,0,4,84547,1.97,80.11%,21.50,116456,2.46
TRON 2.0: KILLER APP,69.69999695,31.00,0.00,0.00,0,11,0,19,12158,0.37,58.71%,25.00,25405,0.64
TRUE CRIME: STREETS OF L.A.,79.60000102,48.33,0.00,0.00,0,6,0,2,2277369,98.54,94.68%,39.67,2514609,104.08
TSUGUNAI: ATONEMENT,68,46.00,0.00,0.00,0,12,0,4,10937,0.49,86.88%,43.00,13207,0.57
TUBE SLIDER,66.59999847,22.00,0.00,0.00,0,17,0,8,12239,0.26,84.42%,20.00,15062,0.30
TUROK: EVOLUTION,67.63333384,42.67,0.00,0.00,0,21,0,11,653330,19.86,83.99%,23.00,1050905,23.65
TWISTED METAL BLACK,87.80000305,51.00,0.00,0.00,0,4,0,1,567594,23.38,74.51%,33.00,953836,31.37
TY TASMANIAN TIGER,69.16666412,26.67,0.00,0.00,0,39,0,12,549426,12.43,78.37%,22.00,741164,15.87
TY TASMANIAN TIGER 2: BUSH RESCU,71.43333435,19.33,12.43,12.43,0,53,3,99,236061,4.55,68.17%,19.33,344337,6.68
UEFA EURO 2004: PORTUGAL,75.30000305,37.50,0.00,0.00,0,5,0,19,69180,2.56,92.85%,35.50,78019,2.76
UFC: SUDDEN IMPACT,57.29999924,19.00,5.63,5.63,0,17,1,26,39888,0.75,81.44%,18.00,52868,0.93
UFC: TAPOUT,71.59999847,48.00,0.00,0.00,0,4,0,2,88827,4.26,93.32%,43.00,105698,4.56
UFC: TAPOUT 2,68.90000153,34.00,4.26,4.26,0,9,1,7,38304,1.20,79.46%,26.00,59102,1.51
UFC: THROWDOWN,64.90000153,46.00,0.00,0.00,0,14,0,8,136876,6.25,91.37%,33.50,174095,6.84
ULTIMATE BEACH SOCCER,44.20000076,30.00,0.00,0.00,0,1,0,5,4142,0.10,83.28%,22.00,5148,0.11
ULTIMATE MUSCLE:LGNDS,79.19999695,45.00,0.00,0.00,0,2,0,3,30602,1.32,93.37%,41.00,34438,1.41
ULTRA BUST A MOVE,73,19.00,0.00,0.00,0,0,0,5,16887,0.33,61.44%,20.00,27246,0.53
UNDER THE SKIN,58.5,40.00,0.00,0.00,0,40,0,82,1565,0.06,34.52%,25.00,7345,0.18
UNISON:RHYTHM & DANCE,69,46.00,0.00,0.00,0,2,0,0,11422,0.49,83.88%,36.00,16317,0.59
UNIVERSAL STUDIO:PARK,32,50.00,0.00,0.00,0,2,0,0,41841,1.66,82.39%,31.00,63888,2.01
UNLIMITED SAGA,49.79999924,37.00,0.00,0.00,0,15,0,28,63901,2.08,89.51%,29.00,80001,2.33
UNREAL CHAMPIONSHIP,83.80000305,49.00,0.00,0.00,0,6,0,1,366838,14.63,90.41%,35.00,460365,16.19
UNREAL II: THE AWAKENING,64.30000305,35.00,14.63,14.63,0,11,1,19,93670,3.29,92.78%,33.00,108515,3.55
UNREAL TOURNAMENT,76.80000305,49.00,0.00,0.00,0,2,0,0,135789,5.64,71.75%,34.00,233284,7.86
VAMPIRE NIGHT,66.30000305,54.00,0.00,0.00,0,10,0,2,66572,3.75,96.94%,53.50,69073,3.87
VAN HELSING,68.60000229,37.50,0.00,0.00,0,61,0,140,217842,8.14,91.43%,33.50,262385,8.91
VEXX,69.19999949,32.67,0.00,0.00,0,42,0,54,160628,5.17,90.16%,29.00,196920,5.74
VICTORIOUS BOXERS,74.09999847,51.00,0.00,0.00,0,1,0,1,33810,1.64,93.58%,46.00,38156,1.75
VIETCONG: PURPLE HAZE,54.84999847,37.50,0.00,0.00,0,8,0,18,63225,2.36,73.10%,34.00,96297,3.23
VIEWTIFUL JOE,90.14999771,32.50,0.00,0.00,1,42,0,59,340823,11.36,90.60%,29.00,398975,12.54
VIEWTIFUL JOE 2,84.29999924,36.50,9.63,9.63,1,41,1,77,80231,2.90,61.06%,29.50,158483,4.76
VIRTUA FIGHTER 4,91.5,41.00,0.00,0.00,0,9,0,7,533865,21.32,92.72%,37.00,623851,23.00
VIRTUA FIGHTER 4: EVO,92.40000153,19.00,21.32,21.32,0,8,1,17,206389,3.82,84.59%,17.00,258750,4.52
VIRTUA STRIKER 2002,59.90000153,49.00,0.00,0.00,0,6,0,1,6810,0.31,74.11%,38.00,11109,0.42
VIRTUAL-ON MARZ,55.5,50.00,0.00,0.00,0,31,0,50,12355,0.47,88.92%,36.00,14578,0.52
VOODOO VINCE,77.19999695,40.00,0.00,0.00,0,9,0,12,50226,1.41,82.55%,25.00,67433,1.70
V-RALLY 3,73.95000076,36.50,0.00,0.00,0,35,0,43,24740,0.78,86.44%,27.00,30935,0.90
WAKEBOARDING UNLEASHED,81.60000229,46.00,0.00,0.00,0,9,0,49,81002,3.50,93.44%,40.50,92705,3.75
WALLACE & GROMIT IN PROJECT ZOO,66.36666361,36.33,0.00,0.00,0,42,0,54,127915,3.62,91.05%,27.33,150180,3.97
WAR OF THE MONSTERS,78.09999847,40.00,0.00,0.00,0,8,0,17,181172,7.21,94.45%,39.00,196749,7.63
"WARHAMMER 40,000: FIRE WARRIOR",68.5,50.00,0.00,0.00,0,8,0,19,51500,1.65,93.30%,31.00,57855,1.77
WARIO WORLD,71.09999847,49.00,0.00,0.00,0,17,0,17,220752,9.91,86.60%,40.00,285526,11.44
"WARIOWARE, INC: PARTY",77.69999695,29.00,9.91,9.91,0,2,1,8,109329,3.12,79.91%,29.00,136825,3.91
WARRIORS OF MIGHT & MAGIC,49.79999924,38.00,0.00,0.00,0,12,0,4,50023,1.82,86.69%,31.00,68174,2.10
WAVE RACE: BLUE STORM,82.40000153,50.00,0.00,0.00,0,3,0,0,258547,12.64,88.59%,42.00,336174,14.27
WAVE RALLY,62,50.00,0.00,0.00,0,23,0,4,45436,1.76,67.47%,24.00,106814,2.61
WAY OF THE SAMURAI,73.69999695,48.00,0.00,0.00,0,34,0,15,86259,4.01,90.47%,43.00,103982,4.43
WAY OF THE SAMURAI 2,61.79999924,40.00,4.01,4.01,0,40,1,82,36937,1.47,94.30%,40.00,39272,1.56
WDL: THUNDER TANKS,66.90000153,50.00,0.00,0.00,0,2,0,0,40413,1.46,75.27%,28.00,68127,1.94
WDL: WAR JETZ,54.59999847,44.00,1.46,1.46,0,3,1,0,12321,0.49,87.77%,35.00,16014,0.56
WHACKED,66.19999695,49.00,0.00,0.00,0,4,0,2,38592,1.28,81.11%,29.00,54856,1.58
WHEEL OF FORTUNE,58.70000076,29.00,0.00,0.00,0,1,0,0,202271,4.72,79.66%,22.00,263799,5.92
WHIPLASH,69.04999924,40.00,0.00,0.00,0,25,0,37,65163,1.97,88.94%,28.00,77473,2.22
WHIRL TOUR,61.95000076,40.00,0.00,0.00,0,27,0,17,52460,0.53,46.01%,10.00,115753,1.14
WHITEOUT,51.35000038,45.00,0.00,0.00,0,26,0,21,21357,0.40,88.65%,19.50,24831,0.45
WILD ARMS 3,76.59999847,39.00,0.00,0.00,0,10,0,17,100329,3.63,88.18%,33.00,125393,4.12
WILD WILD RACING,68.59999847,48.00,0.00,0.00,0,3,0,0,64818,2.34,83.81%,33.00,84144,2.79
WINBACK: COVERT OPERATION,68.40000153,50.00,0.00,0.00,0,1,0,0,96348,4.79,91.92%,45.00,116585,5.21
WINGS OF WAR,65,20.00,0.00,0.00,0,0,0,4,31059,0.63,83.69%,20.00,37505,0.75
WINNING ELEVEN 6 INTL,90.30000305,41.00,0.00,0.00,0,2,0,9,89348,3.64,97.96%,40.00,92026,3.72
WIPEOUT FUSION,84.30000305,46.00,0.00,0.00,0,15,0,28,68660,2.89,87.20%,34.00,97817,3.31
WIZARDRY: FORSAKEN,69,47.00,0.00,0.00,0,12,0,4,30951,1.48,90.79%,47.00,34749,1.63
WOLFENSTEIN:OPERATION,69,46.00,0.00,0.00,0,8,0,19,166249,6.94,88.90%,38.00,207786,7.80
WOLFENSTEIN:TIDES WAR,84.19999695,47.00,0.00,0.00,0,10,0,8,289532,12.19,87.05%,37.00,379711,14.00
WOODY WOODPECKER:BUZZ,61.70000076,25.00,0.00,0.00,0,14,0,10,15659,0.39,84.48%,24.00,19196,0.46
WORLD CHAMPIONSHIP POKER,66.19999695,19.50,0.00,0.00,0,2,0,0,402966,7.79,47.10%,19.50,848033,16.53
WORLD CHAMPIONSHIP POOL 2004,64.49999809,38.50,0.00,0.00,0,1,0,2,35431,1.37,94.65%,37.50,38502,1.45
WORLD OF OUTLAWS 2002,76.40000153,32.00,0.00,0.00,0,13,0,11,155365,4.87,85.62%,30.00,189226,5.69
WORLD RALLY CHMPNSHP,79.90000153,46.00,0.00,0.00,0,13,0,11,72633,3.22,86.18%,38.00,98481,3.73
WORLD SERIES BASEBALL,86.59999847,49.00,0.00,0.00,0,3,0,0,116965,5.55,94.09%,43.00,137569,5.90
WORLD SERIES BASEBALL 2K3,88.35000229,48.50,5.55,5.55,0,10,1,11,172698,8.23,97.54%,45.50,185017,8.44
WORLD SOCCER WINNING ELEVEN 7 IN,92,39.00,3.64,3.64,0,3,1,12,91941,3.63,99.23%,39.00,92987,3.65
WORLD TOUR SOCCER 2K2,80.80000305,36.00,0.00,0.00,0,4,0,4,51514,1.85,96.59%,35.00,54969,1.91
WORLD TOUR SOCCER 2K3,81.19999695,39.00,1.85,1.85,0,2,1,9,49483,1.89,94.17%,36.00,55738,2.01
WORLD TOUR SOCCER 2K5,70.80000305,38.00,1.89,3.74,0,3,2,12,50879,1.94,90.04%,37.00,57881,2.15
WORMS 3D,72.84999847,28.50,0.60,0.60,0,3,1,8,80767,2.33,92.43%,28.50,88446,2.52
WORMS BLAST,64,40.00,0.00,0.00,0,4,0,0,23548,0.60,69.27%,23.00,38191,0.87
WRATH UNLEASHED,65.70000076,32.50,0.00,0.00,0,25,0,43,39471,1.27,88.80%,30.50,46871,1.43
WRECKLESS: YAKUZA,65.40000025,42.67,0.00,0.00,0,12,0,9,344589,14.28,89.02%,29.67,445089,16.04
WTA TOUR TENNIS,50,44.67,0.00,0.00,0,3,0,0,22780,0.76,80.09%,22.00,34544,0.95
WWE CRUSH HOUR,53.39999962,19.00,57.12,94.57,2,11,3,16,167518,3.19,93.48%,18.50,184960,3.41
WWE DAY OF RECKONING,79,49.00,8.54,20.36,0,0,3,6,201437,9.91,85.25%,45.00,258731,11.63
WWE RAW,64.19999695,48.00,0.00,0.00,0,2,0,0,254964,12.03,89.85%,41.00,330183,13.39
WWE RAW 2: RUTHLESS,69.30000305,46.00,12.03,12.03,0,2,1,3,240642,9.45,92.62%,37.00,274946,10.20
WWE SMACKDOWN VS RAW,,49.00,42.10,128.05,0,0,4,0,659886,32.16,79.85%,48.00,842026,40.27
WWE SMACKDOWN: BRING,76.80000305,50.00,0.00,0.00,0,1,0,0,843124,37.46,94.57%,42.00,948635,39.61
WWE WRESTLEMANIA X8,64.59999847,48.00,0.00,0.00,0,2,0,0,242224,10.96,90.65%,40.00,305274,12.09
WWE WRESTLEMANIA XIX,76.80000305,49.00,10.96,10.96,1,2,1,3,195775,8.54,94.27%,41.00,218383,9.06
WWE: HERE COMES PAIN,85.5,49.00,46.16,83.61,1,3,2,4,912393,42.10,91.95%,43.00,1058223,45.78
WWE: SHUT YOUR MOUTH,83.90000153,49.00,37.46,37.46,0,1,1,2,1003215,46.16,91.68%,43.00,1169786,50.34
X2: WOLVERINE'S REVENGE,64.53333537,38.33,10.75,10.75,0,84,3,92,399964,15.28,95.39%,34.33,449178,16.01
XENOSAGA EPISODE 1,84.5,43.00,0.00,0.00,0,15,0,28,407566,17.19,90.79%,38.00,502826,18.93
X-FILES RESIST SERVE,64.80000305,28.00,0.00,0.00,0,8,0,15,35329,0.99,88.58%,27.00,41935,1.12
XGRA: EXTREME G RACING,67.70000203,26.33,0.00,0.00,0,17,0,24,34845,0.57,80.74%,16.00,45822,0.71
XIII,75.13333384,49.00,0.00,0.00,0,20,0,35,296584,9.75,92.79%,30.33,364729,10.50
X-MEN: LEGENDS,82.29999924,46.67,15.28,26.03,0,40,6,70,881433,40.87,81.07%,42.33,1195418,50.41
X-MEN: NEXT DIMENSION,61.53333282,48.00,0.00,0.00,0,18,0,10,286817,10.75,90.13%,35.33,336288,11.93
X-SQUAD,64.30000305,49.00,0.00,0.00,0,0,0,0,116385,4.90,83.46%,38.00,152804,5.88
YAGER,72.30000305,13.00,0.00,0.00,0,1,0,4,9809,0.13,53.36%,12.00,19996,0.24
YANYA CABALLISTA:SKTR,67.19999695,47.00,0.00,0.00,0,10,0,3,11209,0.38,76.84%,27.00,18535,0.49
YOURSELF FITNESS,83,34.00,0.00,0.00,0,0,0,5,21993,0.75,47.24%,34.00,46894,1.60
YU YU HAKUSHO: DARK,59.70000076,38.00,0.00,0.00,0,17,0,26,56496,2.17,82.81%,35.00,74739,2.62
YU-GI-OH! CAPSULE,64.19999695,38.00,27.83,27.83,0,1,1,3,93756,3.56,68.60%,36.00,142258,5.19
YU-GI-OH! DAWN DESTNY,52.29999924,40.00,0.00,0.00,0,1,0,0,143610,5.71,89.01%,37.00,175493,6.41
YU-GI-OH! DUELISTS,61,42.00,0.00,0.00,0,1,0,0,674470,27.83,85.76%,36.00,901389,32.46
YU-GI-OH! FALSEBOUND,46,40.00,0.00,0.00,0,0,0,0,369045,14.15,92.76%,37.00,415966,15.26
ZAPPER,58.06666565,37.67,0.00,0.00,0,39,0,12,134172,4.09,86.02%,27.67,174742,4.76
ZELDA: FOUR SWORDS,,49.00,68.65,68.65,1,12,1,12,259981,12.68,90.35%,48.00,290480,14.04
ZELDA: THE WIND WAKER,94.69999695,47.00,0.00,0.00,0,6,0,5,1488289,68.65,86.15%,41.00,1956863,79.69
ZOIDS: BATTLE LEGENDS,65.5,30.00,0.00,0.00,0,12,0,12,47289,1.41,63.25%,27.00,81947,2.22
ZONE ENDERS: 2ND RUN,82.19999695,45.00,11.30,11.30,0,31,1,50,115950,5.13,98.22%,43.00,121561,5.23
ZONE OF THE ENDERS,75.80000305,51.00,0.00,0.00,0,14,0,0,226474,11.30,96.87%,48.00,244121,11.67
ZOOCUBE,67.09999847,35.00,0.00,0.00,0,4,0,0,9786,0.31,78.48%,25.00,15792,0.40
